Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""40082""";Fuente de Santa Cruz;108;110;116;119;122;-14
"""40083""";Fuente el Olmo de Fuentidueña;135;170;176;172;170;-35
"""40084""";Fuente el Olmo de Íscar;49;55;56;60;66;-17
"""40086""";Fuentepelayo;804;822;836;852;860;-56
"""40087""";Fuentepiñel;81;85;96;96;97;-16
"""40088""";Fuenterrebollo;332;340;341;343;352;-20
"""40089""";Fuentesaúco de Fuentidueña;234;233;240;241;240;-6
"""40091""";Fuentesoto;108;106;108;103;113;-5
"""40092""";Fuentidueña;132;120;147;142;141;-9
"""40093""";Gallegos;99;105;104;94;92;7
"""40094""";Garcillán;512;474;463;450;450;62
"""40095""";Gomezserracín;660;664;683;688;699;-39
"""40097""";Grajera;245;228;238;223;211;34
"""40099""";Honrubia de la Cuesta;54;55;58;58;58;-4
"""40100""";Hontalbilla;292;303;307;308;304;-12
"""40101""";Hontanares de Eresma;1502;1456;1464;1404;1363;139
"""40103""";Huertos, Los;171;159;170;179;175;-4
"""40104""";Ituero y Lama;397;379;378;361;349;48
"""40105""";Juarros de Riomoros;46;42;42;43;55;-9
"""40106""";Juarros de Voltoya;188;197;200;208;222;-34
"""40107""";Labajos;102;101;106;116;126;-24
"""40108""";Laguna de Contreras;106;110;114;111;118;-12
"""40109""";Languilla;70;73;84;82;79;-9
"""40110""";Lastras de Cuéllar;335;344;358;355;375;-40
"""40111""";Lastras del Pozo;55;62;64;67;72;-17
"""40112""";Lastrilla, La;4186;4020;3891;3773;3730;456
"""40113""";Losa, La;521;519;521;523;538;-17
"""40115""";Maderuelo;125;137;168;97;99;26
"""40903""";Marazoleja;103;98;101;106;105;-2
"""40118""";Marazuela;52;48;50;53;51;1
"""40119""";Martín Miguel;230;211;212;225;212;18
"""40120""";Martín Muñoz de la Dehesa;244;227;235;222;227;17
"""40121""";Martín Muñoz de las Posadas;277;284;279;288;308;-31
"""40122""";Marugán;714;606;623;617;623;91
"""40124""";Mata de Cuéllar;259;253;266;264;260;-1
"""40123""";Matabuena;183;135;157;178;166;17
"""40125""";Matilla, La;80;78;84;89;98;-18
"""40126""";Melque de Cercos;59;67;68;77;81;-22
"""40127""";Membibre de la Hoz;35;35;36;29;31;4
"""40128""";Migueláñez;129;131;131;137;140;-11
"""40129""";Montejo de Arévalo;174;171;177;185;191;-17
"""40130""";Montejo de la Vega de la Serrezuela;141;138;146;148;151;-10
"""40131""";Monterrubio;60;58;61;61;62;-2
"""40132""";Moral de Hornuez;47;49;49;54;59;-12
"""40134""";Mozoncillo;851;879;902;904;914;-63
"""40135""";Muñopedro;315;313;303;306;323;-8
"""40136""";Muñoveros;141;143;145;154;160;-19
"""40138""";Nava de la Asunción;2748;2747;2774;2790;2814;-66
"""40139""";Navafría;299;285;281;291;304;-5
"""40140""";Navalilla;94;100;103;106;108;-14
"""40141""";Navalmanzano;1048;1047;1049;1062;1081;-33
"""40142""";Navares de Ayuso;52;53;53;53;51;1
"""40143""";Navares de Enmedio;92;92;94;91;92;0
"""40144""";Navares de las Cuevas;22;21;23;25;27;-5
"""40145""";Navas de Oro;1304;1305;1338;1347;1368;-64
"""40904""";Navas de Riofrío;367;386;394;395;399;-32
"""40146""";Navas de San Antonio;366;343;328;322;350;16
"""40148""";Nieva;260;263;264;265;284;-24
"""40149""";Olombrada;519;536;536;561;588;-69
"""40150""";Orejana;66;56;58;60;65;1
"""40151""";Ortigosa de Pestaño;46;49;55;54;59;-13
"""40901""";Ortigosa del Monte;580;544;561;568;552;28
"""40152""";Otero de Herreros;957;943;959;963;975;-18
"""40154""";Pajarejos;21;21;25;12;13;8
"""40155""";Palazuelos de Eresma;5597;5538;5416;5308;5174;423
"""40156""";Pedraza;342;340;344;359;388;-46
"""40157""";Pelayos del Arroyo;52;42;45;46;46;6
"""40158""";Perosillo;15;15;16;15;16;-1
"""40159""";Pinarejos;175;184;186;188;181;-6
"""40160""";Pinarnegrillo;100;92;96;100;101;-1
"""40162""";Prádena;508;510;523;520;530;-22
"""40163""";Puebla de Pedraza;43;43;43;46;57;-14
"""40164""";Rapariegos;202;208;205;202;194;8
"""40181""";Real Sitio de San Ildefonso;5237;5285;5241;5267;5315;-78
"""40165""";Rebollo;73;79;81;84;87;-14
"""40166""";Remondo;308;304;300;305;302;6
"""40168""";Riaguas de San Bartolomé;26;24;28;28;36;-10
"""40170""";Riaza;2135;2117;2098;2099;2138;-3
"""40171""";Ribota;45;47;48;39;40;5
"""40172""";Riofrío de Riaza;34;44;45;38;38;-4
"""40173""";Roda de Eresma;201;197;188;185;185;16
"""40174""";Sacramenia;373;385;365;372;383;-10
"""40176""";Samboal;448;460;457;463;469;-21
"""40177""";San Cristóbal de Cuéllar;147;143;151;148;152;-5
"""40178""";San Cristóbal de la Vega;88;93;101;104;110;-22
"""40906""";San Cristóbal de Segovia;3102;3080;3051;3021;3028;74
"""40182""";San Martín y Mudrián;243;248;245;239;241;2
"""40183""";San Miguel de Bernuy;138;148;140;135;137;1
"""40184""";San Pedro de Gaíllos;278;271;285;297;300;-22
"""40179""";Sanchonuño;980;973;940;930;918;62
"""40180""";Sangarcía;306;315;314;321;319;-13
"""40185""";Santa María la Real de Nieva;926;961;972;999;1004;-78
"""40186""";Santa Marta del Cerro;40;33;35;39;42;-2
"""40188""";Santiuste de Pedraza;85;91;92;94;99;-14
"""40189""";Santiuste de San Juan Bautista;535;536;545;556;575;-40
"""40190""";Santo Domingo de Pirón;59;53;58;61;61;-2
"""40191""";Santo Tomé del Puerto;259;260;252;259;277;-18
"""40192""";Sauquillo de Cabezas;141;146;150;154;168;-27
"""40193""";Sebúlcor;264;274;273;260;264;0
"""40194""";Segovia;51258;52057;51674;51683;51756;-498
"""40195""";Sepúlveda;987;967;1003;1065;1105;-118
"""40196""";Sequera de Fresno;32;34;35;34;36;-4
"""40198""";Sotillo;29;28;27;25;26;3
"""40199""";Sotosalbos;137;118;120;113;110;27
"""40200""";Tabanera la Luenga;47;49;56;51;51;-4
"""40201""";Tolocirio;45;46;47;50;53;-8
"""40206""";Torre Val de San Pedro;197;192;184;187;188;9
"""40202""";Torreadrada;50;55;55;57;64;-14
"""40203""";Torrecaballeros;1389;1372;1347;1323;1339;50
"""40204""";Torrecilla del Pinar;174;175;191;194;198;-24
"""40205""";Torreiglesias;261;252;245;260;282;-21
"""40207""";Trescasas;1072;1074;1071;1052;1059;13
"""40208""";Turégano;998;986;979;979;1005;-7
"""40210""";Urueñas;104;102;106;107;111;-7
"""40211""";Valdeprados;70;69;67;70;74;-4
"""40212""";Valdevacas de Montejo;28;29;30;30;32;-4
"""40213""";Valdevacas y Guijar;96;95;99;91;95;1
"""40218""";Valle de Tabladillo;79;82;86;94;96;-17
"""40219""";Vallelado;718;712;694;704;697;21
"""40220""";Valleruela de Pedraza;73;68;71;73;73;0
"""40221""";Valleruela de Sepúlveda;53;52;51;54;52;1
"""40214""";Valseca;230;234;233;241;245;-15
"""40215""";Valtiendas;79;82;88;80;80;-1
"""40216""";Valverde del Majano;1112;1115;1095;1096;1064;48
"""40222""";Veganzones;216;219;219;230;229;-13
"""40223""";Vegas de Matute;313;293;273;260;265;48
"""40224""";Ventosilla y Tejadilla;17;16;19;20;20;-3
"""40225""";Villacastín;1491;1483;1481;1493;1495;-4
"""40228""";Villaverde de Íscar;560;591;604;621;615;-55
"""40229""";Villaverde de Montejo;31;26;27;27;30;1
"""40230""";Villeguillo;103;105;110;111;106;-3
"""40231""";Yanguas de Eresma;126;125;128;134;140;-14
"""40233""";Zarzuela del Monte;512;485;479;505;506;6
"""40234""";Zarzuela del Pinar;421;424;429;444;442;-21
