Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""12002""";Aín;135;123;127;125;129;6
"""12003""";Albocàsser;1253;1227;1241;1234;1257;-4
"""12004""";Alcalà de Xivert;6691;6638;6680;6679;6796;-105
"""12005""";Alcora, l';10428;10417;10405;10430;10502;-74
"""12006""";Alcudia de Veo;196;188;190;201;204;-8
"""12007""";Alfondeguilla;870;862;866;862;870;0
"""12008""";Algimia de Almonacid;240;262;263;259;268;-28
"""12009""";Almassora;26878;26742;26270;25831;25648;1230
"""12010""";Almedíjar;254;244;254;256;270;-16
"""12011""";Almenara;6254;6090;5998;5900;5920;334
"""12901""";Alqueries, les/Alquerías del Niño Perdido;4539;4464;4449;4460;4466;73
"""12012""";Altura;3658;3601;3528;3509;3559;99
"""12013""";Arañuel;152;151;150;146;151;1
"""12014""";Ares del Maestrat;175;184;186;190;197;-22
"""12015""";Argelita;147;126;118;113;94;53
"""12016""";Artana;1970;1955;1947;1958;1979;-9
"""12001""";Atzeneta del Maestrat;1292;1304;1276;1271;1290;2
"""12017""";Ayódar;158;153;159;164;165;-7
"""12018""";Azuébar;319;310;315;324;324;-5
"""12020""";Barracas;185;168;162;169;165;20
"""12022""";Bejís;390;371;380;373;378;12
"""12024""";Benafer;173;164;152;156;159;14
"""12025""";Benafigos;145;138;142;149;148;-3
"""12026""";Benassal;1055;1063;1068;1084;1106;-51
"""12027""";Benicarló;27658;27363;26912;26744;26429;1229
"""12028""";Benicasim/Benicàssim;18991;18364;18192;18055;17964;1027
"""12029""";Benlloc;1075;1048;1033;1036;1060;15
"""12021""";Betxí;5605;5618;5645;5709;5750;-145
"""12032""";Borriana/Burriana;34903;35052;34683;34544;34464;439
"""12031""";Borriol;5552;5397;5360;5322;5279;273
"""12033""";Cabanes;3027;2978;2958;2889;2913;114
"""12034""";Càlig;2002;1961;1950;1945;1959;43
"""12036""";Canet lo Roig;687;676;674;696;706;-19
"""12037""";Castell de Cabres;22;22;17;19;17;5
"""12038""";Castellfort;179;179;183;192;198;-19
"""12039""";Castellnovo;914;918;917;946;966;-52
"""12040""";Castelló de la Plana;172589;174264;171728;170888;169498;3091
"""12041""";Castillo de Villamalefa;103;101;107;101;103;0
"""12042""";Catí;714;714;721;742;757;-43
"""12043""";Caudiel;663;659;664;647;653;10
"""12044""";Cervera del Maestre;577;557;575;599;620;-43
"""12053""";Chilches/Xilxes;2795;2714;2679;2670;2658;137
"""12055""";Chodos/Xodos;109;106;112;113;115;-6
"""12056""";Chóvar;302;288;288;297;303;-1
"""12045""";Cinctorres;404;400;391;399;411;-7
"""12046""";Cirat;211;206;201;206;216;-5
"""12048""";Cortes de Arenoso;291;300;318;317;298;-7
