Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""01051""";Agurain/Salvatierra;5029;5038;5062;5018;5025;4
"""01001""";Alegría-Dulantzi;2925;2935;2876;2887;2913;12
"""01002""";Amurrio;10307;10264;10350;10286;10291;16
"""01049""";Añana;155;149;156;151;156;-1
"""01003""";Aramaio;1456;1442;1467;1483;1496;-40
"""01006""";Armiñón;231;223;227;219;239;-8
"""01037""";Arraia-Maeztu;800;733;726;717;725;75
"""01008""";Arratzua-Ubarrundia;1017;984;980;982;976;41
"""01004""";Artziniega;1809;1800;1821;1831;1829;-20
"""01009""";Asparrena;1633;1623;1614;1643;1640;-7
"""01010""";Ayala/Aiara;2951;2968;2974;2967;2969;-18
"""01011""";Baños de Ebro/Mañueta;287;294;291;286;306;-19
"""01013""";Barrundia;895;881;883;883;898;-3
"""01014""";Berantevilla;465;463;453;443;443;22
"""01016""";Bernedo;538;507;494;511;504;34
"""01017""";Campezo/Kanpezu;1081;1034;1040;1040;1048;33
"""01021""";Elburgo/Burgelu;634;608;599;603;607;27
"""01022""";Elciego;996;1001;1005;1025;1030;-34
"""01023""";Elvillar/Bilar;327;330;333;348;353;-26
"""01047""";Erriberabeitia;1421;1383;1350;1374;1375;46
"""01046""";Erriberagoitia/Ribera Alta;826;782;785;780;736;90
"""01056""";Harana/Valle de Arana;226;218;221;229;232;-6
"""01901""";Iruña Oka/Iruña de Oca;3468;3488;3411;3333;3264;204
"""01027""";Iruraiz-Gauna;529;532;517;517;530;-1
"""01019""";Kripan;175;178;180;181;184;-9
"""01020""";Kuartango;396;385;376;381;372;24
"""01028""";Labastida/Bastida;1532;1517;1452;1445;1454;78
"""01030""";Lagrán;171;162;157;158;166;5
"""01031""";Laguardia;1464;1454;1494;1505;1474;-10
"""01032""";Lanciego/Lantziego;692;709;691;667;673;19
"""01902""";Lantarón;915;877;875;872;899;16
"""01033""";Lapuebla de Labarca;858;865;865;857;859;-1
"""01036""";Laudio/Llodio;18009;18118;18102;18205;18133;-124
"""01058""";Legutio;1993;1921;1885;1869;1800;193
"""01034""";Leza;219;211;203;196;203;16
"""01039""";Moreda de Álava/Moreda Araba;209;211;221;229;230;-21
"""01041""";Navaridas;197;194;200;209;226;-29
"""01042""";Okondo;1196;1203;1188;1162;1155;41
"""01043""";Oyón-Oion;3418;3410;3386;3368;3338;80
"""01044""";Peñacerrada-Urizaharra;299;262;261;257;264;35
"""01052""";Samaniego;308;315;316;319;323;-15
"""01053""";San Millán/Donemiliaga;716;706;715;709;709;7
"""01054""";Urkabustaiz;1414;1386;1371;1336;1330;84
"""01055""";Valdegovía/Gaubea;1049;986;996;991;996;53
"""01057""";Villabuena de Álava/Eskuernaga;287;274;296;299;300;-13
"""01059""";Vitoria-Gasteiz;253093;253996;251774;249176;246976;6117
"""01060""";Yécora/Iekora;266;270;268;269;270;-4
"""01061""";Zalduondo;192;185;183;186;190;2
"""01062""";Zambrana;432;416;410;400;383;49
"""01018""";Zigoitia;1802;1749;1747;1753;1766;36
"""01063""";Zuia;2318;2300;2302;2313;2316;2
