Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""02001""";Abengibre;748;761;790;757;748;0
"""02002""";Alatoz;496;506;519;529;555;-59
"""02003""";Albacete;172722;174336;173329;173050;172816;-94
"""02004""";Albatana;681;679;692;693;698;-17
"""02005""";Alborea;670;664;658;650;697;-27
"""02006""";Alcadozo;632;647;654;655;662;-30
"""02007""";Alcalá del Júcar;1153;1194;1170;1199;1202;-49
"""02008""";Alcaraz;1310;1324;1351;1405;1414;-104
"""02009""";Almansa;24388;24511;24419;24537;24566;-178
"""02010""";Alpera;2285;2261;2265;2275;2290;-5
"""02011""";Ayna;582;591;616;638;672;-90
"""02012""";Balazote;2363;2327;2334;2360;2350;13
"""02014""";Ballestero, El;413;396;405;409;414;-1
"""02013""";Balsa de Ves;129;131;158;150;136;-7
"""02015""";Barrax;1808;1799;1833;1864;1872;-64
"""02016""";Bienservida;595;579;603;610;615;-20
"""02017""";Bogarra;768;807;842;873;908;-140
"""02018""";Bonete;1031;1029;1049;1057;1103;-72
"""02019""";Bonillo, El;2718;2723;2779;2837;2852;-134
"""02020""";Carcelén;496;495;501;508;521;-25
"""02021""";Casas de Juan Núñez;1361;1326;1307;1275;1291;70
"""02022""";Casas de Lázaro;328;348;363;344;358;-30
"""02023""";Casas de Ves;564;563;572;588;628;-64
"""02024""";Casas-Ibáñez;4540;4544;4538;4522;4558;-18
"""02025""";Caudete;10077;10005;9963;10003;10010;67
"""02026""";Cenizate;1186;1194;1181;1182;1192;-6
"""02029""";Chinchilla de Monte-Aragón;4344;4205;4206;4182;4213;131
"""02027""";Corral-Rubio;306;311;324;330;342;-36
"""02028""";Cotillas;134;118;123;128;130;4
"""02030""";Elche de la Sierra;3557;3520;3585;3624;3666;-109
"""02031""";Férez;628;629;643;674;678;-50
"""02032""";Fuensanta;280;291;297;297;313;-33
"""02033""";Fuente-Álamo;2447;2474;2489;2489;2531;-84
"""02034""";Fuentealbilla;1836;1831;1792;1816;1843;-7
"""02035""";Gineta, La;2554;2548;2512;2448;2457;97
"""02036""";Golosalvo;99;98;104;110;110;-11
"""02037""";Hellín;30427;30200;30306;30268;30184;243
"""02038""";Herrera, La;311;322;326;349;341;-30
"""02039""";Higueruela;1144;1135;1158;1184;1196;-52
"""02040""";Hoya-Gonzalo;598;630;647;621;643;-45
"""02041""";Jorquera;363;342;355;360;378;-15
"""02042""";Letur;909;892;919;928;948;-39
"""02043""";Lezuza;1322;1332;1358;1398;1412;-90
"""02044""";Liétor;1123;1150;1175;1200;1240;-117
"""02045""";Madrigueras;4654;4634;4652;4665;4647;7
"""02046""";Mahora;1380;1362;1383;1359;1360;20
"""02047""";Masegoso;105;104;110;113;115;-10
"""02048""";Minaya;1483;1475;1501;1537;1538;-55
"""02049""";Molinicos;829;813;852;840;863;-34
"""02050""";Montalvos;86;88;97;96;102;-16
"""02051""";Montealegre del Castillo;2038;2041;2051;2042;2057;-19
"""02052""";Motilleja;605;578;571;548;549;56
"""02053""";Munera;3433;3429;3435;3513;3572;-139
"""02054""";Navas de Jorquera;536;521;517;518;523;13
"""02055""";Nerpio;1197;1178;1191;1222;1277;-80
"""02056""";Ontur;1963;1976;1987;2028;2072;-109
"""02057""";Ossa de Montiel;2241;2262;2307;2352;2411;-170
"""02058""";Paterna del Madera;323;329;348;360;359;-36
"""02060""";Peñas de San Pedro;1410;1394;1399;1420;1436;-26
"""02059""";Peñascosa;320;333;334;331;328;-8
"""02061""";Pétrola;676;681;692;696;719;-43
"""02062""";Povedilla;401;405;430;446;452;-51
"""02901""";Pozo Cañada;2797;2791;2797;2786;2800;-3
"""02063""";Pozohondo;1584;1593;1585;1635;1653;-69
"""02064""";Pozo-Lorente;394;408;409;401;414;-20
"""02065""";Pozuelo;465;469;481;489;514;-49
"""02066""";Recueja, La;225;231;242;254;260;-35
"""02067""";Riópar;1326;1341;1332;1357;1391;-65
"""02068""";Robledo;391;376;367;363;366;25
"""02069""";Roda, La;15401;15527;15476;15515;15603;-202
"""02070""";Salobre;461;470;480;501;523;-62
"""02071""";San Pedro;1148;1171;1242;1153;1179;-31
"""02072""";Socovos;1750;1778;1787;1790;1788;-38
"""02073""";Tarazona de la Mancha;6184;6187;6235;6255;6363;-179
"""02074""";Tobarra;7691;7709;7684;7738;7754;-63
"""02075""";Valdeganga;1947;1990;2028;1943;1958;-11
"""02076""";Vianos;327;329;346;355;359;-32
"""02077""";Villa de Ves;62;61;56;57;59;3
"""02078""";Villalgordo del Júcar;1081;1102;1094;1115;1125;-44
"""02079""";Villamalea;4040;4070;4027;4112;4124;-84
"""02080""";Villapalacios;556;583;583;589;594;-38
"""02081""";Villarrobledo;24978;25116;25184;25241;25317;-339
"""02082""";Villatoya;108;109;109;95;107;1
"""02083""";Villavaliente;214;220;224;226;219;-5
"""02084""";Villaverde de Guadalimar;333;325;338;340;349;-16
"""02085""";Viveros;328;329;337;340;338;-10
"""02086""";Yeste;2567;2614;2657;2674;2742;-175
