Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""07002""";Alaior;9477;9467;9065;9012;9097;380
"""07001""";Alaró;5741;5617;5572;5494;5389;352
"""07003""";Alcúdia;20651;20819;20241;19793;19395;1256
"""07004""";Algaida;5963;5793;5642;5529;5430;533
"""07005""";Andratx;11571;11433;11271;11004;10930;641
"""07901""";Ariany;897;902;868;860;854;43
"""07006""";Artà;7984;7984;7845;7671;7541;443
"""07007""";Banyalbufar;542;523;515;503;495;47
"""07008""";Binissalem;8895;8756;8567;8316;8143;752
"""07009""";Búger;1084;1087;1050;1054;1046;38
"""07010""";Bunyola;7037;6895;6809;6714;6636;401
"""07011""";Calvià;51567;51710;50559;49333;49063;2504
"""07012""";Campanet;2684;2648;2640;2612;2512;172
"""07013""";Campos;11425;11283;10862;10610;10418;1007
"""07014""";Capdepera;12003;12158;11868;11600;11267;736
"""07064""";Castell, Es;7530;7572;7434;7348;7343;187
"""07015""";Ciutadella de Menorca;30638;30588;29840;29223;28838;1800
"""07016""";Consell;4243;4125;4053;4008;3962;281
"""07017""";Costitx;1379;1329;1288;1271;1247;132
"""07018""";Deià;674;630;617;620;637;37
"""07026""";Eivissa;50643;51128;49783;49727;49689;954
"""07019""";Escorca;181;208;212;211;217;-36
"""07020""";Esporles;5134;5113;5062;5020;4942;192
"""07021""";Estellencs;326;327;315;318;305;21
"""07022""";Felanitx;18164;18202;17780;17497;17333;831
"""07023""";Ferreries;4892;4908;4777;4695;4633;259
"""07024""";Formentera;11708;11904;12111;12216;12280;-572
"""07025""";Fornalutx;682;679;660;678;663;19
"""07027""";Inca;33726;33679;33319;32137;31255;2471
"""07028""";Lloret de Vistalegre;1465;1437;1372;1289;1277;188
"""07029""";Lloseta;6250;6122;5988;5858;5799;451
"""07030""";Llubí;2385;2298;2273;2243;2206;179
"""07031""";Llucmajor;38224;37752;36914;36358;35513;2711
"""07033""";Manacor;44809;44527;43808;42631;41095;3714
"""07034""";Mancor de la Vall;1569;1528;1509;1455;1449;120
"""07032""";Maó;29578;29592;29040;28592;28161;1417
"""07035""";Maria de la Salut;2242;2245;2227;2143;2159;83
"""07036""";Marratxí;38357;37724;37193;36725;36383;1974
"""07037""";Mercadal, Es;5444;5316;5038;4788;4788;656
"""07902""";Migjorn Gran, Es;1500;1463;1405;1370;1356;144
"""07038""";Montuïri;3087;2987;2912;2867;2836;251
"""07039""";Muro;7515;7394;7085;6931;6829;686
"""07040""";Palma;419366;422587;416065;409661;406492;12874
"""07041""";Petra;3028;2942;2860;2825;2794;234
"""07044""";Pobla, Sa;13873;13764;13475;13026;12793;1080
"""07042""";Pollença;16969;16658;16283;16189;16157;812
"""07043""";Porreres;5624;5576;5502;5339;5256;368
"""07045""";Puigpunyent;2057;2044;2012;1967;1997;60
"""07059""";Salines, Ses;5010;5096;4960;4877;4860;150
"""07046""";Sant Antoni de Portmany;27205;27033;26306;25779;25290;1915
"""07049""";Sant Joan;2185;2145;2108;2083;2064;121
"""07050""";Sant Joan de Labritja;6635;6576;6397;6200;6139;496
"""07048""";Sant Josep de sa Talaia;28299;27732;27413;26496;26133;2166
"""07051""";Sant Llorenç des Cardassar;8920;8742;8431;8405;8328;592
"""07052""";Sant Lluís;6877;6735;6798;6892;6954;-77
"""07053""";Santa Eugènia;1724;1641;1561;1671;1653;71
"""07054""";Santa Eulària des Riu;40038;39358;38015;36457;36605;3433
"""07055""";Santa Margalida;12767;12797;12485;11958;11801;966
"""07056""";Santa María del Camí;7507;7486;7375;7167;7062;445
"""07057""";Santanyí;12342;12373;12237;12112;11348;994
"""07058""";Selva;4126;4080;4014;3981;3869;257
"""07047""";Sencelles;3542;3370;3290;3195;3154;388
"""07060""";Sineu;4122;4030;3862;3764;3641;481
"""07061""";Sóller;13491;13634;13705;14041;13936;-445
"""07062""";Son Servera;11835;11817;11568;11378;11265;570
"""07063""";Valldemossa;2042;2009;1969;1945;1950;92
"""07065""";Vilafranca de Bonany;3558;3466;3380;3176;3047;511
