Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""20001""";Abaltzisketa;312;318;333;320;327;-15
"""20002""";Aduna;482;472;469;469;472;10
"""20016""";Aia;2056;2039;2054;2081;2083;-27
"""20003""";Aizarnazabal;795;779;772;777;773;22
"""20004""";Albiztur;316;302;304;309;320;-4
"""20005""";Alegia;1762;1768;1722;1726;1746;16
"""20006""";Alkiza;362;371;367;374;367;-5
"""20906""";Altzaga;177;178;183;179;170;7
"""20007""";Altzo;447;460;435;427;427;20
"""20008""";Amezketa;945;935;921;939;936;9
"""20009""";Andoain;14631;14691;14637;14618;14659;-28
"""20010""";Anoeta;2086;2085;2090;2034;2061;25
"""20011""";Antzuola;2081;2102;2126;2136;2151;-70
"""20012""";Arama;200;202;200;205;211;-11
"""20013""";Aretxabaleta;7108;7103;7128;6987;7015;93
"""20055""";Arrasate/Mondragón;21867;22073;22001;22019;21977;-110
"""20014""";Asteasu;1549;1561;1551;1533;1494;55
"""20903""";Astigarraga;7185;7029;6532;6272;6077;1108
"""20015""";Ataun;1697;1696;1693;1669;1687;10
"""20017""";Azkoitia;11657;11627;11633;11609;11563;94
"""20018""";Azpeitia;15191;15106;14936;14786;14690;501
"""20904""";Baliarrain;153;153;138;137;142;11
"""20019""";Beasain;13949;13938;13880;13881;13854;95
"""20020""";Beizama;144;146;143;151;163;-19
"""20021""";Belauntza;253;243;241;239;243;10
"""20022""";Berastegi;1099;1075;1076;1081;1080;19
"""20074""";Bergara;14584;14659;14637;14596;14691;-107
"""20023""";Berrobi;598;601;603;602;581;17
"""20024""";Bidania-Goiatz;534;525;520;508;508;26
"""20029""";Deba;5441;5460;5459;5457;5502;-61
"""20069""";Donostia/San Sebastián;188102;188240;187415;186665;186370;1732
"""20030""";Eibar;27467;27769;27522;27406;27417;50
"""20031""";Elduain;244;243;250;239;238;6
"""20033""";Elgeta;1141;1131;1136;1135;1131;10
"""20032""";Elgoibar;11464;11570;11613;11582;11540;-76
"""20067""";Errenteria;39219;39540;39471;39355;39439;-220
"""20066""";Errezil;578;578;585;589;580;-2
"""20034""";Eskoriatza;4131;4106;4065;4087;4089;42
"""20035""";Ezkio-Itsaso;614;601;611;575;609;5
"""20038""";Gabiria;502;495;488;488;494;8
"""20037""";Gaintza;126;121;128;129;127;-1
"""20907""";Gaztelu;173;154;152;153;162;11
"""20039""";Getaria;2794;2796;2821;2818;2815;-21
"""20040""";Hernani;20362;20438;20354;20222;20003;359
"""20041""";Hernialde;321;303;303;313;315;6
"""20036""";Hondarribia;16852;16881;16828;17018;17049;-197
"""20042""";Ibarra;4220;4248;4199;4172;4191;29
"""20043""";Idiazabal;2281;2293;2312;2305;2304;-23
"""20044""";Ikaztegieta;485;479;498;488;478;7
"""20045""";Irun;62933;62910;62401;61983;61855;1078
"""20046""";Irura;1877;1852;1852;1862;1823;54
"""20047""";Itsasondo;658;668;658;641;642;16
"""20048""";Larraul;259;256;251;253;249;10
"""20902""";Lasarte-Oria;18893;18594;18380;18253;18166;727
"""20049""";Lazkao;6007;5830;5742;5646;5559;448
"""20050""";Leaburu;380;386;372;377;363;17
"""20051""";Legazpi;8367;8321;8371;8384;8438;-71
"""20052""";Legorreta;1440;1421;1417;1430;1433;7
"""20068""";Leintz-Gatzaga;211;217;234;232;231;-20
"""20053""";Lezo;6062;6103;6122;6045;6025;37
"""20054""";Lizartza;625;617;603;602;597;28
"""20901""";Mendaro;1983;1976;1999;2010;2012;-29
"""20057""";Mutiloa;256;255;249;252;249;7
"""20056""";Mutriku;5284;5309;5333;5354;5375;-91
"""20063""";Oiartzun;10291;10309;10293;10276;10199;92
"""20058""";Olaberria;938;957;953;945;949;-11
"""20059""";Oñati;11428;11497;11380;11335;11394;34
"""20076""";Ordizia;10420;10503;10394;10150;9998;422
"""20905""";Orendain;230;227;218;218;209;21
"""20060""";Orexa;117;117;121;123;127;-10
"""20061""";Orio;6096;6091;6022;5948;5857;239
"""20062""";Ormaiztegi;1248;1258;1276;1302;1314;-66
"""20064""";Pasaia;15867;16035;16156;16128;16096;-229
"""20070""";Segura;1461;1494;1467;1432;1455;6
"""20065""";Soraluze-Placencia de las Armas;3903;3923;3883;3894;3901;2
"""20071""";Tolosa;19795;19816;19667;19525;19386;409
"""20072""";Urnieta;6197;6185;6168;6170;6242;-45
"""20077""";Urretxu;6773;6782;6756;6730;6786;-13
"""20073""";Usurbil;6132;6173;6174;6165;6159;-27
"""20075""";Villabona;5864;5876;5867;5881;5878;-14
"""20078""";Zaldibia;1636;1637;1613;1613;1578;58
"""20079""";Zarautz;23271;23360;23323;23223;23118;153
"""20025""";Zegama;1550;1524;1528;1519;1535;15
"""20026""";Zerain;282;270;259;252;248;34
"""20027""";Zestoa;3769;3772;3711;3725;3713;56
"""20028""";Zizurkil;3001;3025;3002;2976;2975;26
"""20081""";Zumaia;10124;10111;10098;10044;9979;145
"""20080""";Zumarraga;9668;9781;9728;9834;9848;-180
