Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""04001""";Abla;1258,0;1248,0;1249,0;1235,0;1267,0;-9,0
"""04002""";Abrucena;1208,0;1183,0;1202,0;1150,0;1170,0;38,0
"""04003""";Adra;25501,0;25412,0;25148,0;24859,0;24697,0;804,0
"""04004""";Albanchez;726,0;687,0;741,0;753,0;754,0;-28,0
"""04005""";Alboloduy;612,0;609,0;616,0;621,0;610,0;2,0
"""04006""";Albox;12070,0;12083,0;11805,0;11696,0;11481,0;589,0
"""04007""";Alcolea;849,0;844,0;825,0;814,0;811,0;38,0
"""04008""";Alcóntar;542,0;514,0;505,0;528,0;577,0;-35,0
"""04009""";Alcudia de Monteagud;129,0;138,0;152,0;135,0;148,0;-19,0
"""04010""";Alhabia;675,0;677,0;671,0;648,0;678,0;-3,0
"""04011""";Alhama de Almería;3733,0;3691,0;3641,0;3615,0;3653,0;80,0
"""04012""";Alicún;204,0;201,0;206,0;212,0;217,0;-13,0
"""04013""";Almería;200753,0;201322,0;198533,0;196851,0;195389,0;5364,0
"""04014""";Almócita;197,0;176,0;169,0;176,0;174,0;23,0
"""04015""";Alsodux;131,0;125,0;125,0;133,0;132,0;-1,0
"""04016""";Antas;3355,0;3315,0;3182,0;3169,0;3124,0;231,0
"""04017""";Arboleas;4685,0;4624,0;4596,0;4586,0;4463,0;222,0
"""04018""";Armuña de Almanzora;313,0;300,0;302,0;321,0;327,0;-14,0
"""04019""";Bacares;249,0;250,0;246,0;232,0;244,0;5,0
"""04904""";Balanegra;2959,0;3105,0;3009,0;2933,0;2939,0;20,0
"""04020""";Bayárcal;317,0;312,0;317,0;284,0;303,0;14,0
"""04021""";Bayarque;219,0;216,0;215,0;206,0;215,0;4,0
"""04022""";Bédar;974,0;984,0;971,0;927,0;892,0;82,0
"""04023""";Beires;132,0;120,0;110,0;117,0;110,0;22,0
"""04024""";Benahadux;4526,0;4481,0;4382,0;4357,0;4212,0;314,0
"""04026""";Benitagla;59,0;58,0;58,0;68,0;66,0;-7,0
"""04027""";Benizalón;263,0;262,0;254,0;248,0;263,0;0,0
"""04028""";Bentarique;239,0;240,0;238,0;243,0;238,0;1,0
"""04029""";Berja;12708,0;12563,0;12415,0;12381,0;12331,0;377,0
"""04030""";Canjáyar;1178,0;1189,0;1214,0;1202,0;1223,0;-45,0
"""04031""";Cantoria;3547,0;3365,0;3204,0;3228,0;3251,0;296,0
"""04032""";Carboneras;8183,0;8105,0;8004,0;7757,0;7837,0;346,0
"""04033""";Castro de Filabres;115,0;120,0;123,0;121,0;130,0;-15,0
"""04036""";Chercos;288,0;298,0;278,0;283,0;291,0;-3,0
"""04037""";Chirivel;1501,0;1489,0;1472,0;1525,0;1568,0;-67,0
"""04034""";Cóbdar;170,0;178,0;171,0;143,0;156,0;14,0
"""04035""";Cuevas del Almanzora;14623,0;14455,0;14081,0;13776,0;13655,0;968,0
"""04038""";Dalías;4102,0;4066,0;4006,0;4031,0;3986,0;116,0
"""04039""";Darrical;;;;;;
"""04902""";Ejido, El;84005,0;83758,0;83594,0;84710,0;88096,0;-4091,0
"""04041""";Enix;540,0;514,0;466,0;418,0;434,0;106,0
"""04043""";Felix;664,0;636,0;628,0;642,0;661,0;3,0
"""04044""";Fines;2160,0;2104,0;2079,0;1992,0;2048,0;112,0
"""04045""";Fiñana;1977,0;1984,0;1994,0;1992,0;2014,0;-37,0
"""04046""";Fondón;1032,0;994,0;989,0;975,0;1002,0;30,0
"""04047""";Gádor;3008,0;3034,0;3012,0;3027,0;3037,0;-29,0
"""04048""";Gallardos, Los;3003,0;2902,0;2794,0;2803,0;2841,0;162,0
"""04049""";Garrucha;9875,0;9520,0;9212,0;8838,0;8666,0;1209,0
"""04050""";Gérgal;1107,0;1080,0;1030,0;1031,0;1030,0;77,0
"""04051""";Huécija;491,0;486,0;480,0;486,0;501,0;-10,0
"""04052""";Huércal de Almería;17974,0;17917,0;17651,0;17418,0;17234,0;740,0
"""04053""";Huércal-Overa;19744,0;19432,0;19127,0;18816,0;18649,0;1095,0
"""04054""";Íllar;436,0;405,0;394,0;390,0;374,0;62,0
"""04055""";Instinción;462,0;448,0;448,0;429,0;430,0;32,0
"""04056""";Laroya;197,0;198,0;192,0;169,0;169,0;28,0
"""04057""";Láujar de Andarax;1591,0;1527,0;1536,0;1538,0;1533,0;58,0
"""04058""";Líjar;398,0;394,0;390,0;390,0;395,0;3,0
"""04059""";Lubrín;1489,0;1449,0;1477,0;1431,0;1440,0;49,0
