Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""43001""";Aiguamúrcia;960;930;901;893;893;67
"""43002""";Albinyana;2504;2468;2438;2371;2340;164
"""43003""";Albiol, L';515;500;485;464;479;36
"""43004""";Alcanar;9579;9434;9418;9402;9393;186
"""43005""";Alcover;5185;5144;5064;5108;5163;22
"""43904""";Aldea, L';4160;4147;4160;4137;4211;-51
"""43006""";Aldover;911;905;882;838;842;69
"""43007""";Aleixar, L';912;893;873;864;866;46
"""43008""";Alfara de Carles;376;376;377;368;369;7
"""43009""";Alforja;1843;1783;1801;1788;1799;44
"""43010""";Alió;478;458;439;426;408;70
"""43011""";Almoster;1322;1341;1351;1342;1361;-39
"""43012""";Altafulla;5512;5307;5243;5120;5089;423
"""43013""";Ametlla de Mar, L';7131;6866;6787;6801;6887;244
"""43906""";Ampolla, L';3444;3277;3205;3280;3334;110
"""43014""";Amposta;21317;21115;20738;20606;20572;745
"""43016""";Arboç, L';5625;5609;5517;5505;5489;136
"""43015""";Arbolí;126;127;137;116;123;3
"""43017""";Argentera, L';126;117;124;129;135;-9
"""43018""";Arnes;441;444;455;466;459;-18
"""43019""";Ascó;1611;1644;1660;1674;1690;-79
"""43020""";Banyeres del Penedès;3280;3207;3170;3128;3121;159
"""43021""";Barberà de la Conca;472;471;473;476;477;-5
"""43022""";Batea;1879;1901;1890;1898;1938;-59
"""43023""";Bellmunt del Priorat;281;273;280;300;290;-9
"""43024""";Bellvei;2303;2237;2203;2190;2193;110
"""43025""";Benifallet;741;723;739;714;721;20
"""43026""";Benissanet;1129;1140;1161;1142;1172;-43
"""43027""";Bisbal de Falset, La;218;211;216;219;217;1
"""43028""";Bisbal del Penedès, La;3830;3631;3528;3464;3460;370
"""43029""";Blancafort;398;382;389;379;381;17
"""43030""";Bonastre;727;685;688;687;661;66
"""43031""";Borges del Camp, Les;2104;2056;2037;2080;2080;24
"""43032""";Bot;566;554;573;601;609;-43
"""43033""";Botarell;1094;1077;1068;1070;1078;16
"""43034""";Bràfim;695;695;692;673;672;23
"""43035""";Cabacés;312;302;298;305;309;3
"""43036""";Cabra del Camp;1230;1175;1163;1141;1131;99
"""43037""";Calafell;28463;27601;26538;25444;24898;3565
"""43903""";Camarles;3220;3194;3224;3278;3270;-50
"""43038""";Cambrils;35064;34734;33898;33362;32855;2209
"""43907""";Canonja, La;5933;5956;5893;5842;5804;129
"""43039""";Capafonts;125;111;121;96;102;23
"""43040""";Capçanes;394;392;398;398;403;-9
"""43041""";Caseres;226;237;259;235;234;-8
"""43042""";Castellvell del Camp;2873;2828;2857;2868;2849;24
"""43043""";Catllar, El;4740;4557;4451;4344;4251;489
"""43045""";Colldejou;167;168;176;170;170;-3
"""43046""";Conesa;106;100;103;103;111;-5
"""43047""";Constantí;6724;6665;6540;6516;6493;231
"""43048""";Corbera d'Ebre;981;1003;1016;1023;1061;-80
"""43049""";Cornudella de Montsant;965;944;941;964;953;12
"""43050""";Creixell;3912;3758;3642;3526;3465;447
"""43051""";Cunit;14081;13533;12952;12326;12041;2040
"""43901""";Deltebre;11539;11578;11482;11505;11499;40
"""43053""";Duesaigües;234;244;245;237;243;-9
"""43054""";Espluga de Francolí, L';3717;3736;3755;3742;3756;-39
"""43055""";Falset;2724;2735;2834;2807;2820;-96
"""43056""";Fatarella, La;917;926;941;965;980;-63
"""43057""";Febró, La;41;40;40;42;42;-1
"""43058""";Figuera, La;117;114;111;104;102;15
"""43059""";Figuerola del Camp;336;329;320;315;330;6
"""43060""";Flix;3451;3410;3408;3491;3605;-154
"""43061""";Forès;48;43;43;42;45;3
"""43062""";Freginals;391;385;346;369;397;-6
"""43063""";Galera, La;723;736;731;719;719;4
"""43064""";Gandesa;3098;3096;3064;3009;3011;87
"""43065""";Garcia;535;527;527;525;531;4
"""43066""";Garidells, Els;198;190;187;201;194;4
"""43067""";Ginestar;787;764;753;762;777;10
"""43068""";Godall;614;598;575;591;608;6
"""43069""";Gratallops;237;237;229;226;237;0
"""43070""";Guiamets, Els;276;278;270;270;272;4
"""43071""";Horta de Sant Joan;1138;1146;1149;1146;1171;-33
"""43072""";Lloar, El;111;105;107;118;117;-6
"""43073""";Llorac;92;91;100;100;93;-1
"""43074""";Llorenç del Penedès;2381;2395;2393;2327;2302;79
"""43076""";Marçà;612;600;594;599;602;10
"""43075""";Margalef;104;106;97;94;101;3
"""43077""";Mas de Barberans;572;564;578;577;584;-12
"""43078""";Masdenverge;1109;1071;1070;1066;1067;42
"""43079""";Masllorenç;508;505;504;498;496;12
"""43080""";Masó, La;283;280;276;276;281;2
"""43081""";Maspujols;826;823;827;799;791;35
"""43082""";Masroig, El;499;492;497;498;510;-11
"""43083""";Milà, El;191;190;178;183;182;9
"""43084""";Miravet;685;706;691;706;726;-41
"""43085""";Molar, El;298;291;297;281;286;12
"""43086""";Montblanc;7433;7379;7364;7384;7307;126
"""43088""";Montbrió del Camp;2985;2909;2890;2828;2806;179
"""43089""";Montferri;397;403;387;383;388;9
"""43090""";Montmell, El;1730;1582;1512;1437;1405;325
"""43091""";Mont-ral;169;168;162;167;164;5
"""43092""";Mont-roig del Camp;12689;12460;12136;11809;11597;1092
"""43093""";Móra d'Ebre;5585;5695;5690;5642;5625;-40
"""43094""";Móra la Nova;3120;3108;3087;3071;3070;50
"""43095""";Morell, El;3732;3742;3704;3649;3631;101
"""43096""";Morera de Montsant, La;163;159;152;157;158;5
"""43097""";Nou de Gaià, La;616;600;603;570;563;53
"""43098""";Nulles;516;509;492;477;464;52
"""43100""";Pallaresos, Els;4872;4850;4777;4739;4635;237
"""43099""";Palma d'Ebre, La;334;338;340;353;356;-22
"""43101""";Passanant i Belltall;167;155;163;150;149;18
"""43102""";Paüls;563;545;556;561;567;-4
"""43103""";Perafort;1275;1264;1261;1265;1253;22
"""43104""";Perelló, El;2846;2826;2770;2863;2884;-38
"""43105""";Piles, Les;218;210;212;210;216;2
"""43106""";Pinell de Brai, El;998;1008;1017;998;1012;-14
"""43107""";Pira;498;503;493;503;500;-2
"""43108""";Pla de Santa Maria, El;2340;2348;2327;2305;2266;74
"""43109""";Pobla de Mafumet, La;4025;3971;3904;3893;3854;171
"""43110""";Pobla de Massaluca, La;341;317;318;328;335;6
"""43111""";Pobla de Montornès, La;2999;2884;2839;2828;2795;204
"""43112""";Poboleda;328;321;313;335;356;-28
"""43113""";Pont d'Armentera, El;493;488;505;512;501;-8
