Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""48001""";Abadiño;7618;7658;7599;7533;7522;96
"""48002""";Abanto y Ciérvana-Abanto Zierbena;9436;9471;9444;9545;9543;-107
"""48911""";Ajangiz;483;464;477;482;474;9
"""48912""";Alonsotegi;2944;2879;2907;2903;2900;44
"""48003""";Amorebieta-Etxano;19576;19529;19339;19140;18955;621
"""48004""";Amoroto;414;416;410;419;425;-11
"""48005""";Arakaldo;160;165;159;156;159;1
"""48006""";Arantzazu;399;408;395;393;411;-12
"""48093""";Areatza;1271;1216;1201;1212;1196;75
"""48009""";Arrankudiaga;989;965;968;970;960;29
"""48914""";Arratzu;424;413;418;418;402;22
"""48010""";Arrieta;575;580;586;567;564;11
"""48011""";Arrigorriaga;12140;12225;12160;12230;12265;-125
"""48023""";Artea;742;733;736;735;749;-7
"""48008""";Artzentales;726;699;721;734;741;-15
"""48091""";Atxondo;1366;1335;1366;1377;1370;-4
"""48070""";Aulesti;646;657;654;648;658;-12
"""48012""";Bakio;2775;2676;2688;2645;2640;135
"""48090""";Balmaseda;7651;7722;7697;7684;7739;-88
"""48013""";Barakaldo;100907;101486;100881;100435;100313;594
"""48014""";Barrika;1554;1533;1529;1541;1525;29
"""48015""";Basauri;40535;40847;40589;40762;40877;-342
"""48092""";Bedia;1076;1061;1067;1041;1039;37
"""48016""";Berango;7271;7217;7195;7130;7065;206
"""48017""";Bermeo;16784;16864;16765;16688;16777;7
"""48018""";Berriatua;1232;1251;1245;1247;1241;-9
"""48019""";Berriz;4537;4580;4623;4678;4695;-158
"""48020""";Bilbao;346405;350184;346843;345821;345110;1295
"""48021""";Busturia;1649;1632;1616;1637;1676;-27
"""48901""";Derio;6780;6730;6631;6545;6404;376
"""48026""";Dima;1472;1448;1436;1447;1460;12
"""48027""";Durango;29935;30118;29791;29636;29328;607
"""48028""";Ea;820;808;823;831;836;-16
"""48031""";Elantxobe;344;347;350;346;363;-19
"""48032""";Elorrio;7383;7375;7372;7336;7307;76
"""48902""";Erandio;24489;24530;24350;24222;24056;433
"""48033""";Ereño;263;260;245;239;248;15
"""48034""";Ermua;15791;15847;15880;15890;15951;-160
"""48079""";Errigoiti;489;486;479;487;502;-13
"""48029""";Etxebarri;11664;11691;11563;11304;11176;488
"""48030""";Etxebarria;790;782;788;772;748;42
"""48906""";Forua;910;907;920;929;938;-28
"""48035""";Fruiz;548;552;536;545;546;2
"""48036""";Galdakao;29404;29427;29326;29288;29334;70
"""48037""";Galdames;842;838;831;829;812;30
"""48038""";Gamiz-Fika;1383;1362;1379;1375;1361;22
"""48039""";Garai;329;325;327;320;308;21
"""48040""";Gatika;1674;1665;1663;1673;1672;2
"""48041""";Gautegiz Arteaga;854;808;836;840;847;7
"""48046""";Gernika-Lumo;17093;17105;17016;16972;16915;178
"""48044""";Getxo;77139;77770;77946;78276;78406;-1267
"""48047""";Gizaburuaga;200;197;208;212;209;-9
"""48042""";Gordexola;1723;1697;1710;1686;1674;49
"""48043""";Gorliz;6022;5891;5785;5683;5680;342
"""48045""";Güeñes;6699;6736;6734;6681;6686;13
"""48048""";Ibarrangelu;670;629;632;636;651;19
