Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""06001""";Acedera;820;826;807;798;818;2
"""06002""";Aceuchal;5467;5478;5449;5461;5436;31
"""06003""";Ahillones;851;863;871;893;914;-63
"""06004""";Alange;1850;1856;1848;1880;1891;-41
"""06005""";Albuera, La;2026;2035;2028;2029;2024;2
"""06006""";Alburquerque;5245;5293;5343;5340;5371;-126
"""06007""";Alconchel;1654;1659;1680;1704;1717;-63
"""06008""";Alconera;744;743;744;730;738;6
"""06009""";Aljucén;250;250;264;245;242;8
"""06010""";Almendral;1223;1239;1232;1240;1262;-39
"""06011""";Almendralejo;33741;33855;33474;33468;33540;201
"""06012""";Arroyo de San Serván;4081;4080;4107;4126;4167;-86
"""06013""";Atalaya;288;294;301;293;294;-6
"""06014""";Azuaga;7702;7747;7853;7891;7984;-282
"""06015""";Badajoz;150610;150984;150702;150530;150543;67
"""06016""";Barcarrota;3498;3483;3510;3580;3608;-110
"""06017""";Baterno;258;266;283;293;305;-47
"""06018""";Benquerencia de la Serena;808;812;829;841;849;-41
"""06019""";Berlanga;2306;2331;2343;2360;2386;-80
"""06020""";Bienvenida;2087;2081;2087;2128;2149;-62
"""06021""";Bodonal de la Sierra;1017;1036;1049;1052;1060;-43
"""06022""";Burguillos del Cerro;3076;3066;3057;3085;3090;-14
"""06023""";Cabeza del Buey;4732;4808;4864;4929;5015;-283
"""06024""";Cabeza la Vaca;1298;1298;1309;1331;1345;-47
"""06025""";Calamonte;6152;6170;6162;6241;6260;-108
"""06026""";Calera de León;946;930;960;969;999;-53
"""06027""";Calzadilla de los Barros;721;736;755;769;789;-68
"""06028""";Campanario;4823;4854;4896;4967;5025;-202
"""06029""";Campillo de Llerena;1333;1343;1360;1373;1390;-57
"""06030""";Capilla;165;172;182;186;187;-22
"""06031""";Carmonita;532;524;540;551;562;-30
"""06032""";Carrascalejo, El;90;85;83;67;70;20
"""06033""";Casas de Don Pedro;1456;1447;1439;1483;1527;-71
"""06034""";Casas de Reina;202;199;196;191;197;5
"""06035""";Castilblanco;903;915;951;972;1005;-102
"""06036""";Castuera;5708;5784;5880;5921;6027;-319
"""06042""";Cheles;1172;1173;1176;1210;1213;-41
"""06037""";Codosera, La;2049;2061;2075;2119;2131;-82
"""06038""";Cordobilla de Lácara;878;897;909;916;937;-59
"""06039""";Coronada, La;2175;2165;2162;2182;2193;-18
"""06040""";Corte de Peleas;1207;1191;1222;1238;1267;-60
"""06041""";Cristina;551;551;552;567;567;-16
"""06043""";Don Álvaro;784;775;788;768;766;18
"""06044""";Don Benito;37275;37284;37151;37010;36924;351
"""06045""";Entrín Bajo;552;552;551;569;583;-31
"""06046""";Esparragalejo;1474;1460;1462;1459;1463;11
"""06047""";Esparragosa de la Serena;994;998;1019;1031;1032;-38
"""06048""";Esparragosa de Lares;895;906;925;938;942;-47
"""06049""";Feria;1077;1115;1144;1150;1176;-99
