Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""32001""";Allariz;6314;6245;6188;6110;6026;288
"""32002""";Amoeiro;2333;2296;2280;2265;2231;102
"""32003""";Arnoia, A;952;977;1000;995;1013;-61
"""32004""";Avión;1738;1736;1795;1806;1860;-122
"""32005""";Baltar;919;942;962;968;957;-38
"""32006""";Bande;1490;1498;1528;1591;1618;-128
"""32007""";Baños de Molgas;1483;1493;1519;1547;1623;-140
"""32008""";Barbadás;11022;11158;11037;10951;10791;231
"""32009""";Barco de Valdeorras, O;13384;13431;13395;13463;13581;-197
"""32010""";Beade;379;384;397;404;411;-32
"""32011""";Beariz;971;970;971;973;982;-11
"""32012""";Blancos, Os;745;755;766;809;812;-67
"""32013""";Boborás;2206;2223;2285;2299;2375;-169
"""32014""";Bola, A;1075;1113;1156;1199;1251;-176
"""32015""";Bolo, O;828;850;884;917;938;-110
"""32016""";Calvos de Randín;717;735;770;779;818;-101
"""32018""";Carballeda de Avia;1249;1271;1286;1317;1356;-107
"""32017""";Carballeda de Valdeorras;1460;1499;1545;1574;1623;-163
"""32019""";Carballiño, O;13911;14089;14027;13939;13854;57
"""32020""";Cartelle;2570;2589;2642;2643;2683;-113
"""32022""";Castrelo de Miño;1321;1340;1349;1380;1445;-124
"""32021""";Castrelo do Val;979;958;984;1001;1028;-49
"""32023""";Castro Caldelas;1182;1204;1224;1224;1298;-116
"""32024""";Celanova;5652;5644;5649;5533;5455;197
"""32025""";Cenlle;1094;1100;1120;1140;1176;-82
"""32029""";Chandrexa de Queixa;482;472;456;466;494;-12
"""32026""";Coles;3125;3075;3050;3049;3077;48
"""32027""";Cortegada;1061;1070;1085;1105;1125;-64
"""32028""";Cualedro;1639;1668;1679;1700;1721;-82
"""32030""";Entrimo;1128;1109;1140;1166;1184;-56
"""32031""";Esgos;1109;1103;1116;1134;1154;-45
"""32033""";Gomesende;693;714;732;750;778;-85
"""32034""";Gudiña, A;1232;1236;1254;1308;1360;-128
"""32035""";Irixo, O;1401;1420;1466;1477;1519;-118
"""32038""";Larouco;427;417;429;455;472;-45
"""32039""";Laza;1222;1223;1228;1287;1331;-109
"""32040""";Leiro;1510;1525;1568;1583;1601;-91
"""32041""";Lobeira;769;768;798;807;825;-56
"""32042""";Lobios;1672;1678;1708;1732;1795;-123
"""32043""";Maceda;2849;2839;2872;2890;2924;-75
"""32044""";Manzaneda;846;843;870;890;906;-60
"""32045""";Maside;2718;2709;2705;2767;2797;-79
"""32046""";Melón;1135;1156;1184;1227;1254;-119
"""32047""";Merca, A;1939;1912;1913;1911;1924;15
"""32048""";Mezquita, A;1006;1013;1023;1039;1034;-28
"""32049""";Montederramo;705;699;711;722;760;-55
"""32050""";Monterrei;2501;2520;2529;2602;2655;-154
"""32051""";Muíños;1447;1466;1502;1486;1514;-67
"""32052""";Nogueira de Ramuín;2067;1988;1998;2011;2033;34
"""32053""";Oímbra;1713;1720;1712;1766;1818;-105
"""32054""";Ourense;104596;105643;105233;105505;105636;-1040
"""32055""";Paderne de Allariz;1373;1372;1384;1383;1414;-41
"""32056""";Padrenda;1653;1671;1748;1759;1838;-185
"""32057""";Parada de Sil;544;546;538;564;593;-49
"""32058""";Pereiro de Aguiar, O;6470;6350;6275;6254;6228;242
"""32059""";Peroxa, A;1826;1810;1819;1871;1902;-76
"""32060""";Petín;879;849;861;889;921;-42
"""32061""";Piñor;1162;1183;1176;1140;1172;-10
"""32063""";Pobra de Trives, A;2015;2014;2067;2118;2150;-135
"""32064""";Pontedeva;491;494;511;554;570;-79
"""32062""";Porqueira;827;823;815;830;848;-21
"""32065""";Punxín;704;708;693;699;713;-9
"""32066""";Quintela de Leirado;614;630;619;611;615;-1
"""32067""";Rairiz de Veiga;1223;1228;1266;1282;1330;-107
"""32068""";Ramirás;1507;1551;1584;1540;1550;-43
"""32069""";Ribadavia;5005;5012;5024;5028;5095;-90
"""32071""";Riós;1459;1461;1516;1568;1609;-150
"""32072""";Rúa, A;4245;4283;4314;4359;4459;-214
"""32073""";Rubiá;1390;1383;1393;1448;1462;-72
"""32074""";San Amaro;1048;1052;1089;1091;1112;-64
"""32075""";San Cibrao das Viñas;5509;5395;5405;5249;5184;325
"""32076""";San Cristovo de Cea;2072;2089;2137;2191;2241;-169
"""32070""";San Xoán de Río;505;506;531;549;561;-56
"""32077""";Sandiás;1181;1198;1206;1213;1261;-80
"""32078""";Sarreaus;1114;1145;1162;1189;1220;-106
"""32079""";Taboadela;1452;1417;1429;1443;1458;-6
"""32080""";Teixeira, A;336;315;316;332;339;-3
"""32081""";Toén;2374;2353;2355;2368;2377;-3
"""32082""";Trasmiras;1261;1263;1286;1288;1327;-66
"""32083""";Veiga, A;886;857;889;904;907;-21
"""32084""";Verea;914;912;943;933;956;-42
"""32085""";Verín;13644;13647;13723;13817;13889;-245
"""32086""";Viana do Bolo;2787;2818;2886;2929;2964;-177
"""32087""";Vilamarín;1882;1852;1854;1904;1940;-58
"""32088""";Vilamartín de Valdeorras;1837;1812;1790;1746;1771;66
"""32089""";Vilar de Barrio;1258;1283;1307;1317;1360;-102
"""32090""";Vilar de Santos;791;794;820;829;850;-59
"""32091""";Vilardevós;1781;1802;1846;1912;1971;-190
"""32092""";Vilariño de Conso;513;524;519;535;558;-45
"""32032""";Xinzo de Limia;9621;9637;9715;9836;9875;-254
"""32036""";Xunqueira de Ambía;1366;1374;1375;1418;1438;-72
"""32037""";Xunqueira de Espadanedo;738;751;745;741;756;-18
