Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""25001""";Abella de la Conca;171;183;179;181;184;-13
"""25002""";Àger;588;580;588;611;586;2
"""25003""";Agramunt;5464;5411;5371;5393;5405;59
"""25038""";Aitona;2493;2567;2591;2545;2548;-55
"""25004""";Alamús, Els;773;811;819;796;777;-4
"""25005""";Alàs i Cerc;322;320;329;342;351;-29
"""25006""";Albagés, L';357;361;369;375;393;-36
"""25007""";Albatàrrec;2224;2236;2221;2335;2275;-51
"""25008""";Albesa;1561;1561;1556;1576;1582;-21
"""25009""";Albi, L';749;744;764;762;781;-32
"""25010""";Alcanó;233;238;235;232;243;-10
"""25011""";Alcarràs;9678;9707;9514;9422;9363;315
"""25012""";Alcoletge;3492;3435;3420;3419;3415;77
"""25013""";Alfarràs;2759;2765;2797;2822;2879;-120
"""25014""";Alfés;301;297;312;313;313;-12
"""25015""";Algerri;423;404;386;399;417;6
"""25016""";Alguaire;3065;3029;2971;2937;2970;95
"""25017""";Alins;279;272;276;290;286;-7
"""25019""";Almacelles;6875;6826;6791;6789;6857;18
"""25020""";Almatret;310;305;307;314;319;-9
"""25021""";Almenar;3365;3357;3398;3453;3468;-103
"""25022""";Alòs de Balaguer;122;132;130;131;128;-6
"""25023""";Alpicat;6274;6266;6255;6230;6285;-11
"""25024""";Alt Àneu;430;414;405;406;405;25
"""25027""";Anglesola;1356;1365;1363;1328;1324;32
"""25029""";Arbeca;2141;2126;2144;2162;2231;-90
"""25031""";Arres;67;60;65;63;59;8
"""25032""";Arsèguel;85;81;84;85;82;3
"""25033""";Artesa de Lleida;1525;1535;1504;1538;1527;-2
"""25034""";Artesa de Segre;3441;3400;3432;3447;3508;-67
"""25036""";Aspa;207;220;224;217;214;-7
"""25037""";Avellanes i Santa Linya, Les;447;433;449;455;455;-8
"""25039""";Baix Pallars;342;331;335;330;341;1
"""25040""";Balaguer;17409;17472;17162;16841;16670;739
"""25041""";Barbens;943;878;878;939;933;10
"""25042""";Baronia de Rialb, La;229;229;237;231;235;-6
"""25044""";Bassella;224;217;224;231;229;-5
"""25045""";Bausen;66;60;58;64;67;-1
"""25046""";Belianes;521;520;525;525;519;2
"""25170""";Bellaguarda;292;287;287;301;305;-13
"""25047""";Bellcaire d'Urgell;1225;1199;1230;1252;1237;-12
"""25048""";Bell-lloc d'Urgell;2329;2335;2315;2289;2321;8
"""25049""";Bellmunt d'Urgell;182;185;185;193;188;-6
"""25050""";Bellpuig;5151;5218;5133;5060;4985;166
"""25051""";Bellver de Cerdanya;2135;2005;1937;1979;1973;162
"""25052""";Bellvís;2258;2260;2255;2266;2276;-18
"""25053""";Benavent de Segrià;1533;1518;1499;1468;1442;91
"""25055""";Biosca;178;177;176;181;186;-8
"""25057""";Bòrdes, Es;285;255;259;266;252;33
"""25058""";Borges Blanques, Les;6195;6173;6087;6002;6005;190
"""25059""";Bossòst;1120;1115;1109;1110;1120;0
"""25056""";Bovera;261;248;247;257;266;-5
"""25060""";Cabanabona;60;71;75;76;81;-21
"""25061""";Cabó;94;93;92;97;93;1
"""25062""";Camarasa;807;810;817;842;863;-56
